,AirportCode,CityCode,CountryCode,LocationType,Names,UtcOffset,TimeZoneId,Latitude,Longitude
577,KLR,KLR,SE,Airport,Kalmar,+01:00,Europe/Stockholm,56.6856,16.2875
578,KLU,KLU,AT,Airport,Klagenfurt,+01:00,Europe/Vienna,46.6428,14.3378
579,KLX,KLX,GR,Airport,Kalamata,+02:00,Europe/Athens,37.0683,22.0256
580,KME,KME,RW,Airport,Cyangugu Kamembe,+02:00,Africa/Kigali,-2.4622,28.9081
581,KMG,KMG,CN,Airport,Kunming,+08:00,Asia/Shanghai,25.1086,102.935
582,KMI,KMI,JP,Airport,Miyazaki,+09:00,Asia/Tokyo,31.8772,131.4486
583,KMJ,KMJ,JP,Airport,Kumamoto,+09:00,Asia/Tokyo,32.8372,130.855
584,KMQ,KMQ,JP,Airport,Komatsu,+09:00,Asia/Tokyo,36.3947,136.4067
585,KMS,KMS,GH,Airport,Kumasi,+00:00,Africa/Accra,6.7144,-1.5908
586,KNU,KNU,IN,Airport,Kanpur,+05:30,Asia/Kolkata,26.4406,80.3672
587,KOA,KOA,US,Airport,Kona,-10:00,Pacific/Honolulu,19.7389,-156.0456
588,KOJ,KOJ,JP,Airport,Kagoshima,+09:00,Asia/Tokyo,31.8033,130.7194
589,KOW,KOW,CN,Airport,Ganzhou,+08:00,Asia/Shanghai,25.8514,114.7753
590,KPO,KPO,KR,Airport,Pohang P'ohang,+09:00,Asia/Seoul,35.9878,129.4206
591,KRK,KRK,PL,Airport,Krakow,+01:00,Europe/Warsaw,50.0778,19.7847
592,KRL,KRL,CN,Airport,Korla,+08:00,Asia/Shanghai,41.6992,86.1303
593,KRN,KRN,SE,Airport,Kiruna,+01:00,Europe/Stockholm,67.8219,20.3367
594,KRR,KRR,RU,Airport,Krasnodar,+03:00,Europe/Moscow,45.0325,39.1664
595,KRS,KRS,NO,Airport,Kristiansand,+01:00,Europe/Oslo,58.2042,8.0853
596,KRY,KRY,CN,Airport,Karamay,+08:00,Asia/Shanghai,45.4661,84.9539
597,KSC,KSC,SK,Airport,Kosice,+01:00,Europe/Bratislava,48.6631,21.2411
598,KSU,KSU,NO,Airport,Kristiansund,+01:00,Europe/Oslo,63.1117,7.8244
599,KSY,KSY,TR,Airport,Kars,+03:00,Europe/Istanbul,40.5622,43.115
600,KTM,KTM,NP,Airport,Kathmandu,+05:45,Asia/Kathmandu,27.6967,85.3592
601,KTN,KTN,US,Airport,Ketchikan,-09:00,America/Anchorage,55.3556,-131.7139
602,KTT,KTT,FI,Airport,Kittila,+02:00,Europe/Helsinki,67.7011,24.8469
603,KTW,KTW,PL,Airport,Katowice,+01:00,Europe/Warsaw,50.4742,19.08
604,KUF,KUF,RU,Airport,Samara,+04:00,Europe/Volgograd,53.5039,50.1517
605,KUH,KUH,JP,Airport,Kushiro,+09:00,Asia/Tokyo,43.0408,144.1931
606,KUL,KUL,MY,Airport,Kuala Lumpur,+08:00,Asia/Kuching,2.7456,101.7147
607,KUN,KUN,LT,Airport,Kaunas,+02:00,Europe/Vilnius,54.9639,24.0847
608,KUU,KUU,IN,Airport,Kullu Bhuntar,+05:30,Asia/Kolkata,31.8767,77.1544
609,KVA,KVA,GR,Airport,Kavala,+02:00,Europe/Athens,40.9133,24.6192
610,KVD,GNJ,AZ,Airport,Ganja,+04:00,Asia/Baku,40.735,46.3175
611,KWE,KWE,CN,Airport,Guiyang,+08:00,Asia/Shanghai,26.5386,106.8008
612,KWI,KWI,KW,Airport,Kuwait,+03:00,Asia/Kuwait,29.2267,47.9689
613,KWJ,KWJ,KR,Airport,Gwangju,+09:00,Asia/Seoul,35.1264,126.8089
614,KWL,KWL,CN,Airport,Guilin,+08:00,Asia/Shanghai,25.2181,110.0392
615,KWQ,KSF,DE,Rail Station,Kassel Wilhelmshoehe Railway Station,+01:00,Europe/Berlin,51.3131,9.4467
616,KYA,KYA,TR,Airport,Konya,+03:00,Europe/Istanbul,37.9789,32.5619
617,KZN,KZN,RU,Airport,Kazan,+03:00,Europe/Moscow,55.6061,49.2786
618,LAD,LAD,AO,Airport,Luanda,+01:00,Africa/Luanda,-8.8583,13.2311
619,LAN,LAN,US,Airport,Lansing,-05:00,America/New_York,42.7786,-84.5872
620,LAP,LAP,MX,Airport,La Paz,-07:00,America/Mazatlan,24.0728,-110.3625
621,LAR,LAR,US,Airport,Laramie,-07:00,America/Denver,41.3119,-105.675
622,LAS,LAS,US,Airport,Las Vegas,-08:00,America/Los_Angeles,36.08,-115.1522
623,LAX,LAX,US,Airport,Los Angeles,-08:00,America/Los_Angeles,33.9425,-118.4081
624,LBB,LBB,US,Airport,Lubbock,-06:00,America/Chicago,33.6636,-101.8228
625,LBF,LBF,US,Airport,North Platte Regional (Lee Bird Field),-06:00,America/Chicago,41.1311,-100.6931
626,LBL,LBL,US,Airport,Liberal Mid-America Regional,-06:00,America/Chicago,37.0442,-100.96
627,LCA,LCA,CY,Airport,Larnaca,+02:00,Asia/Nicosia,34.875,33.6247
628,LCE,LCE,HN,Airport,La Ceiba Goloson International,-06:00,America/Tegucigalpa,15.7425,-86.8531
629,LCH,LCH,US,Airport,Lake Charles,-06:00,America/Chicago,30.1261,-93.2233
630,LCJ,LCJ,PL,Airport,Lodz,+01:00,Europe/Warsaw,51.7219,19.3981
631,LCY,LON,GB,Airport,London City,+00:00,Europe/London,51.505,0.0542
632,LDB,LDB,BR,Airport,Londrina,-03:00,America/Araguaina,-23.3336,-51.13
633,LDE,LDE,FR,Airport,Lourdes,+01:00,Europe/Paris,43.1856,-0.0028
634,LEB,LEB,US,Airport,Lebanon,-05:00,America/New_York,43.6278,-72.3072
635,LED,LED,RU,Airport,St Petersburg,+03:00,Europe/Moscow,59.8003,30.2625
636,LEJ,LEJ,DE,Airport,Leipzig/ Halle,+01:00,Europe/Berlin,51.4325,12.2417
637,LET,LET,CO,Airport,Leticia Alfredo V. Cobo International,-05:00,America/Bogota,-4.1936,-69.9431
638,LEX,LEX,US,Airport,Lexington,-05:00,America/New_York,38.0364,-84.6058
639,LFQ,LFQ,CN,Airport,Linfen Qiaoli,+08:00,Asia/Shanghai,36.0397,111.4917
640,LFT,LFT,US,Airport,Lafayette,-06:00,America/Chicago,30.2053,-91.9875
641,LFW,LFW,TG,Airport,Lome,+00:00,Africa/Lome,6.1656,1.2544
642,LGA,NYC,US,Airport,New York La Guardia,-05:00,America/New_York,40.7772,-73.8725
643,LGK,LGK,MY,Airport,Langkawi,+08:00,Asia/Kuching,6.3386,99.7322
644,LGO,LGO,DE,Airport,Langeoog,+01:00,Europe/Berlin,53.75,7.4833
645,LGQ,LGQ,EC,Airport,Lago Agrio,-05:00,America/Guayaquil,0.0925,-76.8694
646,LGW,LON,GB,Airport,London Gatwick,+00:00,Europe/London,51.1481,-0.1903
647,LHE,LHE,PK,Airport,Lahore,+05:00,Asia/Karachi,31.5217,74.4036
648,LHR,LON,GB,Airport,London Heathrow,+00:00,Europe/London,51.4775,-0.4614
649,LHW,LHW,CN,Airport,Lanzhou,+08:00,Asia/Shanghai,36.5167,103.6167
650,LIH,LIH,US,Airport,Kauai Island,-10:00,Pacific/Honolulu,21.9764,-159.3361
651,LIM,LIM,PE,Airport,Lima,-05:00,America/Lima,-12.0219,-77.1144
652,LIN,MIL,IT,Airport,Milan Linate,+01:00,Europe/Rome,45.4494,9.2783
653,LIO,LIO,CR,Airport,Limon International,-06:00,America/Costa_Rica,9.9619,-83.0269
654,LIR,LIR,CR,Airport,Liberia,-06:00,America/Costa_Rica,10.5933,-85.5444
655,LIS,LIS,PT,Airport,Lisbon,+00:00,Europe/Lisbon,38.7742,-9.1342
656,LIT,LIT,US,Airport,Little Rock,-06:00,America/Chicago,34.7294,-92.2244
657,LJG,LJG,CN,Airport,Lijiang Sanyi,+08:00,Asia/Shanghai,26.6742,100.2436
658,LJU,LJU,SI,Airport,Ljubljana,+01:00,Europe/Ljubljana,46.2236,14.4575
659,LKN,LKN,NO,Airport,Leknes,+01:00,Europe/Oslo,68.1544,13.6119
660,LKO,LKO,IN,Airport,Lucknow,+05:30,Asia/Kolkata,26.7606,80.8894
661,LLA,LLA,SE,Airport,Lulea,+01:00,Europe/Stockholm,65.5439,22.1219
662,LLI,LLI,ET,Airport,Lalibela,+03:00,Africa/Addis_Ababa,11.975,38.98
663,LLW,LLW,MW,Airport,Lilongwe,+02:00,Africa/Blantyre,-13.7894,33.7811
664,LNK,LNK,US,Airport,Lincoln,-06:00,America/Chicago,40.8511,-96.7592
665,LNZ,LNZ,AT,Airport,Linz,+01:00,Europe/Vienna,48.2333,14.1875
666,LOS,LOS,NG,Airport,Lagos,+01:00,Africa/Lagos,6.5775,3.3211
667,LPA,LPA,ES,Airport,Las Palmas,+00:00,Atlantic/Canary,27.9319,-15.3867
668,LPB,LPB,BO,Airport,La Paz,-04:00,America/La_Paz,-16.5133,-68.1922
669,LPL,LPL,GB,Airport,Liverpool John Lennon,+00:00,Europe/London,53.3336,-2.8497
670,LPQ,LPQ,LA,Airport,Luang Prabang,+07:00,Asia/Vientiane,19.8978,102.1608
671,LPT,LPT,TH,Airport,Lampang,+07:00,Asia/Bangkok,18.2722,99.5042
672,LRD,LRD,US,Airport,Laredo,-06:00,America/Chicago,27.5439,-99.4617
673,LRM,LRM,DO,Airport,La Romana,-04:00,America/Santo_Domingo,18.4508,-68.9119
674,LRS,LRS,GR,Airport,Leros,+02:00,Europe/Athens,37.185,26.8003
675,LSC,LSC,CL,Airport,La Serena,-04:00,America/Santiago,-29.9164,-71.1994
676,LSP,LSP,VE,Airport,Las Piedras,-04:00,America/Caracas,11.7808,-70.1514
677,LST,LST,AU,Airport,Launceston,+10:00,Australia/Hobart,-41.5453,147.2111
678,LUG,LUG,CH,Airport,Lugano,+01:00,Europe/Zurich,46.0042,8.9106
679,LUH,LUH,IN,Airport,Ludhiana,+05:30,Asia/Kolkata,30.8542,75.9536
680,LUN,LUN,ZM,Airport,Lusaka,+02:00,Africa/Lusaka,-15.3308,28.4525
681,LUX,LUX,LU,Airport,Luxembourg,+01:00,Europe/Luxembourg,49.6233,6.2044
682,LUZ,LUZ,PL,Airport,Lublin,+01:00,Europe/Warsaw,51.2314,22.6906
683,LVI,LVI,ZM,Airport,Livingstone,+02:00,Africa/Lusaka,-17.8217,25.8228
684,LWO,LWO,UA,Airport,Lviv,+02:00,Europe/Zaporozhye,49.8125,23.9561
685,LWS,LWS,US,Airport,Lewiston,-08:00,America/Los_Angeles,46.3756,-117.0136
686,LXR,LXR,EG,Airport,Luxor,+02:00,Africa/Cairo,25.6711,32.7067
687,LYG,LYG,CN,Airport,Lianyungang Huaguoshan,+08:00,Asia/Shanghai,34.4167,119.1808
688,LYH,LYH,US,Airport,Lynchburg,-05:00,America/New_York,37.3267,-79.2006
689,LYI,LYI,CN,Airport,Linyi,+08:00,Asia/Shanghai,35.0494,118.4119
690,LYR,LYR,NO,Airport,Longyearbyen,+01:00,Europe/Oslo,78.2461,15.4656
691,LYS,LYS,FR,Airport,Lyon,+01:00,Europe/Paris,45.7256,5.0811
692,LZH,LZH,CN,Airport,Liuzhou,+08:00,Asia/Shanghai,24.2078,109.3914
693,LZS,LNZ,AT,Rail Station,Linz Railway Station,+01:00,Europe/Vienna,48.2906,14.2911
694,MAA,MAA,IN,Airport,Chennai,+05:30,Asia/Kolkata,12.9944,80.1806
695,MAD,MAD,ES,Airport,Madrid,+01:00,Europe/Madrid,40.4936,-3.5667
696,MAF,MAF,US,Airport,Midland Odessa,-06:00,America/Chicago,31.9425,-102.2019
697,MAH,MAH,ES,Airport,Menorca,+01:00,Europe/Madrid,39.8625,4.2186
698,MAN,MAN,GB,Airport,Manchester (UK),+00:00,Europe/London,53.3536,-2.275
699,MAO,MAO,BR,Airport,Manaus,-04:00,America/Porto_Velho,-3.0386,-60.0497
700,MAR,MAR,VE,Airport,Maracaibo,-04:00,America/Caracas,10.5583,-71.7278
701,MAZ,MAZ,PR,Airport,Mayaguez Eugenio M. De Hostos,-04:00,America/Puerto_Rico,18.2558,-67.1486
702,MBA,MBA,KE,Airport,Mombasa,+03:00,Africa/Nairobi,-4.0281,39.5997
703,MBE,MBE,JP,Airport,Monbetsu,+09:00,Asia/Tokyo,44.3039,143.4042
704,MBI,MBI,TZ,Airport,Mbeya,+03:00,Africa/Dar_es_Salaam,-8.9197,33.4639
705,MBJ,MBJ,JM,Airport,Montego Bay,-05:00,America/Jamaica,18.5036,-77.9133
706,MBS,MBS,US,Airport,Saginaw,-05:00,America/New_York,43.5319,-84.0825
707,MCI,MKC,US,Airport,Kansas City,-06:00,America/Chicago,39.2975,-94.7139
708,MCK,MCK,US,Airport,Mccook Ben Nelson Regional,-06:00,America/Chicago,40.2078,-100.5928
709,MCO,ORL,US,Airport,Orlando,-05:00,America/New_York,28.4294,-81.3089
710,MCT,MCT,OM,Airport,Muscat,+04:00,Asia/Muscat,23.5928,58.2817
711,MCY,MCY,AU,Airport,Sunshine Coast Maroochydore,+10:00,Australia/Brisbane,-26.6033,153.0911
712,MCZ,MCZ,BR,Airport,Maceio,-03:00,America/Araguaina,-9.5108,-35.7917
713,MDC,MDC,ID,Airport,Manado,+08:00,Asia/Makassar,1.5492,124.9264
714,MDE,MDE,CO,Airport,Medellin,-05:00,America/Bogota,6.1644,-75.4231
715,MDG,MDG,CN,Airport,Mudanjiang Hailang,+08:00,Asia/Shanghai,44.5242,129.5689
716,MDQ,MDQ,AR,Airport,Mar Del Plata Astor Piazzola,-03:00,America/Argentina/Buenos_Aires,-37.9342,-57.5733
717,MDT,HAR,US,Airport,Harrisburg,-05:00,America/New_York,40.1936,-76.7633
718,MDZ,MDZ,AR,Airport,Mendoza,-03:00,America/Argentina/Buenos_Aires,-32.8317,-68.7928
719,MEC,MEC,EC,Airport,Manta Eloy Alfaro Intl,-05:00,America/Guayaquil,-0.9461,-80.6789
720,MEI,MEI,US,Airport,Meridian Regional (Key Field),-06:00,America/Chicago,32.3328,-88.7519
721,MEL,MEL,AU,Airport,Melbourne (AU),+10:00,Australia/Sydney,-37.6733,144.8433
722,MEM,MEM,US,Airport,Memphis,-06:00,America/Chicago,35.0425,-89.9767
723,MEX,MEX,MX,Airport,Mexico/Juarez,-06:00,America/Mexico_City,19.4364,-99.0722
724,MFE,MFE,US,Airport,Mcallen,-06:00,America/Chicago,26.1758,-98.2386
725,MFM,MFM,CN,Airport,Macau International,+08:00,Asia/Shanghai,22.1494,113.5917
726,MFR,MFR,US,Airport,Medford,-08:00,America/Los_Angeles,42.3742,-122.8736
727,MGA,MGA,NI,Airport,Managua,-06:00,America/Managua,12.1414,-86.1681
728,MGF,MGF,BR,Airport,Maringa,-03:00,America/Araguaina,-23.4761,-52.0158
729,MGM,MGM,US,Airport,Montgomery Dannelly Field,-06:00,America/Chicago,32.3006,-86.3939
730,MGQ,MGQ,SO,Airport,Mogadishu Aden Adde Intl,+03:00,Africa/Mogadishu,2.0147,45.305
731,MGW,MGW,US,Airport,Morgantown,-05:00,America/New_York,39.6411,-79.9175
732,MHJ,MHG,DE,Rail Station,Mannheim Central Station,+01:00,Europe/Berlin,49.4794,8.4692
733,MHT,MHT,US,Airport,Manchester (USA),-05:00,America/New_York,42.9325,-71.4356
734,MIA,MIA,US,Airport,Miami,-05:00,America/New_York,25.7933,-80.2906
735,MID,MID,MX,Airport,Merida,-06:00,America/Mexico_City,20.9369,-89.6578
736,MIG,MIG,CN,Airport,Mian Yang,+08:00,Asia/Shanghai,31.4289,104.7408
737,MIR,MIR,TN,Airport,Monastir Habib Bourguiba International,+01:00,Africa/Tunis,35.7581,10.7547
738,MJF,MJF,NO,Airport,Mosjoen Kjaerstad,+01:00,Europe/Oslo,65.7839,13.215
739,MJT,MJT,GR,Airport,Mytilene,+02:00,Europe/Athens,39.0533,26.6022
740,MKC,MKC,US,Airport,Kansas City Downtown,-06:00,America/Chicago,39.1228,-94.5933
741,MKE,MKE,US,Airport,Milwaukee,-06:00,America/Chicago,42.9472,-87.8967
742,MKF,MKF,DE,Rail Station,Muenster/Osnabrueck Muenster Hbf,+01:00,Europe/Berlin,51.9569,7.6353
743,MKG,MKG,US,Airport,Muskegon,-05:00,America/New_York,43.1694,-86.2383
744,MLA,MLA,MT,Airport,Malta,+01:00,Europe/Malta,35.8575,14.4775
745,MLB,MLB,US,Airport,Melbourne Florida (US),-05:00,America/New_York,28.1028,-80.6453
746,MLE,MLE,MV,Airport,Male,+05:00,Indian/Maldives,4.1917,73.5292
747,MLI,MLI,US,Airport,Moline,-06:00,America/Chicago,41.4486,-90.5075
748,MLM,MLM,MX,Airport,Morelia,-06:00,America/Mexico_City,19.85,-101.0256
749,MLO,MLO,GR,Airport,Milos,+02:00,Europe/Athens,36.6967,24.4728
750,MLU,MLU,US,Airport,Monroe,-06:00,America/Chicago,32.5108,-92.0378
751,MLW,MLW,LR,Airport,Monrovia Spriggs Payne Apt,+00:00,Africa/Monrovia,6.2892,-10.7586
752,MLX,MLX,TR,Airport,Malatya Erhac,+03:00,Europe/Istanbul,38.4353,38.0911
753,MMB,MMB,JP,Airport,Memambetsu,+09:00,Asia/Tokyo,43.8806,144.1642
754,MMX,MMA,SE,Airport,Malmo Sturup,+01:00,Europe/Stockholm,55.5425,13.375
755,MMY,MMY,JP,Airport,Miyako,+09:00,Asia/Tokyo,24.7828,125.295
756,MNL,MNL,PH,Airport,Manila Ninoy Aquino,+08:00,Asia/Manila,14.5086,121.0194
757,MOB,MOB,US,Airport,Mobile,-06:00,America/Chicago,30.6911,-88.2428
758,MOL,MOL,NO,Airport,Molde,+01:00,Europe/Oslo,62.7447,7.2625
759,MOT,MOT,US,Airport,Minot,-06:00,America/Chicago,48.2594,-101.2803
760,MPL,MPL,FR,Airport,Montpellier,+01:00,Europe/Paris,43.5833,3.9614
761,MPM,MPM,MZ,Airport,Maputo,+02:00,Africa/Maputo,-25.9208,32.5725
762,MQM,MQM,TR,Airport,Mardin,+03:00,Europe/Istanbul,37.2233,40.6317
763,MQN,MQN,NO,Airport,Mo I Rana,+01:00,Europe/Oslo,66.3667,14.3
764,MQP,MQP,ZA,Airport,Nelspruit,+02:00,Africa/Johannesburg,-25.3831,31.1056
765,MQX,MQX,ET,Airport,Makale,+03:00,Africa/Addis_Ababa,13.4675,39.5333
766,MRS,MRS,FR,Airport,Marseille,+01:00,Europe/Paris,43.4367,5.215
767,MRU,MRU,MU,Airport,Mauritius,+04:00,Indian/Mauritius,-20.4303,57.6836
768,MRY,MRY,US,Airport,Monterey Peninsula,-08:00,America/Los_Angeles,36.5869,-121.8431
769,MSN,MSN,US,Airport,Madison,-06:00,America/Chicago,43.1397,-89.3375
770,MSO,MSO,US,Airport,Missoula,-07:00,America/Denver,46.9164,-114.0906
771,MSP,MSP,US,Airport,Minneapolis/St.Paul,-06:00,America/Chicago,44.8819,-93.2217
772,MSQ,MSQ,BY,Airport,Minsk 2,+03:00,Europe/Minsk,53.8825,28.0308
773,MSR,MSR,TR,Airport,Mus,+03:00,Europe/Istanbul,38.7478,41.6611
774,MSU,MSU,LS,Airport,Maseru,+02:00,Africa/Maseru,-29.4622,27.5525
775,MSY,MSY,US,Airport,New Orleans Louis Armstrong,-06:00,America/Chicago,29.9933,-90.2581
776,MTJ,MTJ,US,Airport,Montrose,-07:00,America/Denver,38.5053,-107.8942
777,MTR,MTR,CO,Airport,Monteria Los Garzones,-05:00,America/Bogota,8.8236,-75.8258
778,MTS,MTS,SZ,Airport,Manzini,+02:00,Africa/Mbabane,-26.5289,31.3075
779,MTY,MTY,MX,Airport,Monterrey,-06:00,America/Mexico_City,25.7786,-100.1069
780,MUB,MUB,BW,Airport,Maun,+02:00,Africa/Gaborone,-19.9725,23.4311
781,MUC,MUC,DE,Airport,Munich,+01:00,Europe/Berlin,48.3539,11.7861
782,MUH,MUH,EG,Airport,Mersa Matruh,+02:00,Africa/Cairo,31.3333,27.2167
783,MUN,MUN,VE,Airport,Maturin,-04:00,America/Caracas,9.7492,-63.1533
784,MVD,MVD,UY,Airport,Montevideo,-03:00,America/Montevideo,-34.8383,-56.0308
785,MVY,MVY,US,Airport,Martha'S Vineyard,-05:00,America/New_York,41.3933,-70.6125
786,MWH,MWH,US,Airport,Moses Lake Grant County Intl,-08:00,America/Los_Angeles,47.2047,-119.3167
787,MWZ,MWZ,TZ,Airport,Mwanza,+03:00,Africa/Dar_es_Salaam,-2.4444,32.9328
788,MXP,MIL,IT,Airport,Milan Malpensa,+01:00,Europe/Rome,45.63,8.7231
789,MYJ,MYJ,JP,Airport,Matsuyama,+09:00,Asia/Tokyo,33.8272,132.6997
790,MYR,MYR,US,Airport,Myrtle Beach,-05:00,America/New_York,33.6797,-78.9283
791,MYW,MYW,TZ,Airport,Mtwara,+03:00,Africa/Dar_es_Salaam,-10.3392,40.1817
792,MYY,MYY,MY,Airport,Miri,+08:00,Asia/Kuching,4.3253,113.9883
793,MZH,MZH,TR,Airport,Amasya Merzifon,+03:00,Europe/Istanbul,40.8286,35.5203
794,MZL,MZL,CO,Airport,Manizales La Nubia,-05:00,America/Bogota,5.0297,-75.4647
795,MZR,MZR,AF,Airport,Mazar-E Sharif,+04:30,Asia/Kabul,36.7069,67.2094
796,MZT,MZT,MX,Airport,Mazatlan,-07:00,America/Mazatlan,23.1614,-106.2661
797,NAJ,NAJ,AZ,Airport,Nakchivan,+04:00,Asia/Baku,39.1889,45.4583
798,NAN,NAN,FJ,Airport,Nadi,+12:00,Pacific/Fiji,-17.755,177.4436
799,NAP,NAP,IT,Airport,Naples,+01:00,Europe/Rome,40.8844,14.2908
800,NAS,NAS,BS,Airport,Nassau,-05:00,America/Nassau,25.0389,-77.4661
801,NAT,NAT,BR,Airport,Natal,-03:00,America/Araguaina,-5.7681,-35.3761
802,NAV,NAV,TR,Airport,Nevsehir Kapadokya,+03:00,Europe/Istanbul,38.7719,34.5344
803,NBE,NBE,TN,Airport,Enfidha,+01:00,Africa/Tunis,36.0756,10.4383
804,NBO,NBO,KE,Airport,Nairobi,+03:00,Africa/Nairobi,-1.3192,36.9278
805,NCE,NCE,FR,Airport,Nice,+01:00,Europe/Paris,43.6653,7.215
806,NCL,NCL,GB,Airport,Newcastle,+00:00,Europe/London,55.0375,-1.6917
807,NDG,NDG,CN,Airport,Qiqihar,+08:00,Asia/Shanghai,47.2397,123.9181
808,NDJ,NDJ,TD,Airport,N'djamena Hassan Djamous Intl,+01:00,Africa/Ndjamena,12.1336,15.0339
809,NDR,NDR,MA,Airport,Nador,+01:00,Africa/Casablanca,34.9889,-3.0283
